"Endpoint","Method","DataClasses","AuthorizationPolicy","IncludedSensitiveFields","ExcludedSensitiveFields","RedactionVerified","AuditCoverageVerified","Reviewer","ReviewDateUtc","Decision","RiskTier","RiskScore","Owner","DueDateUtc","RemediationStatus","EvidenceRef","Notes"
"/api/v1/beds/availability/{locationId:long}","POST","Operational|Potential-PHI","AuthorizationPolicies.ResourceReporter","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Low","4","Platform Engineering","2026-08-04","Closed","EV-ENDP-0081","RiskTier=Low; RiskScore=4; MatrixStatus=Pending; Source line 7739 in Program.cs"
"/api/v1/incidents/","POST","Sensitive|Operational","AuthorizationPolicies.IncidentCommander","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Low","4","Application Engineering","2026-08-04","Closed","EV-ENDP-0082","RiskTier=Low; RiskScore=4; MatrixStatus=Pending; Source line 2843 in Program.cs"
"/api/v1/incidents/{incidentId:long}","POST","Sensitive|Operational","AuthorizationPolicies.IncidentCommander","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Low","4","Application Engineering","2026-08-04","Closed","EV-ENDP-0083","RiskTier=Low; RiskScore=4; MatrixStatus=Pending; Source line 2866 in Program.cs"
"/api/v1/incidents/{incidentId:long}/activate","POST","Sensitive|Operational","AuthorizationPolicies.IncidentCommander","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Low","4","Application Engineering","2026-08-04","Closed","EV-ENDP-0084","RiskTier=Low; RiskScore=4; MatrixStatus=Pending; Source line 2888 in Program.cs"
"/api/v1/incidents/{incidentId:long}/close","POST","Sensitive|Operational","AuthorizationPolicies.IncidentCommander","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Low","4","Application Engineering","2026-08-04","Closed","EV-ENDP-0085","RiskTier=Low; RiskScore=4; MatrixStatus=Pending; Source line 2904 in Program.cs"
"/api/v1/incidents/{incidentId:long}/command-assignments/{icsPositionId:int}","DELETE","Sensitive|Operational","AuthorizationPolicies.IncidentCommander","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Low","4","Application Engineering","2026-08-04","Closed","EV-ENDP-0086","RiskTier=Low; RiskScore=4; MatrixStatus=Pending; Source line 4174 in Program.cs"
"/api/v1/reports/audit-events/export/csv","GET","Sensitive","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Yes","Yes","Auto-Prioritized","2026-07-14","Closed","Low","4","Compliance Engineering","2026-08-04","Closed","EV-ENDP-0087","RiskTier=Low; RiskScore=4; MatrixStatus=In Progress; Source line 4895 in Program.cs"
"/api/v1/resources/inventory/{locationResourceInventoryId:long}","POST","Operational","AuthorizationPolicies.ResourceReporter","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Low","4","Platform Engineering","2026-08-04","Closed","EV-ENDP-0088","RiskTier=Low; RiskScore=4; MatrixStatus=Pending; Source line 7122 in Program.cs"
"/api/v1/agent/personalization/policy","GET","Operational","AuthorizationPolicies.ResourceReporter","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Low","3","Application Engineering","2026-08-04","Closed","EV-ENDP-0089","RiskTier=Low; RiskScore=3; MatrixStatus=Pending; Source line 2046 in Program.cs"
"/api/v1/agent/personalization/policy/history","GET","Operational","AuthorizationPolicies.ResourceReporter","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Low","3","Application Engineering","2026-08-04","Closed","EV-ENDP-0090","RiskTier=Low; RiskScore=3; MatrixStatus=Pending; Source line 2098 in Program.cs"
"/api/v1/incidents/{incidentId:long}/command-assignments","GET","Sensitive|Operational","Endpoint-specific review required","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Low","2","Application Engineering","2026-08-04","Closed","EV-ENDP-0091","RiskTier=Low; RiskScore=2; MatrixStatus=Pending; Source line 4105 in Program.cs"
"/api/v1/incidents/{incidentId:long}/communications/lifecycle-summary","GET","Sensitive|Operational","Endpoint-specific review required","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Low","2","Application Engineering","2026-08-04","Closed","EV-ENDP-0092","RiskTier=Low; RiskScore=2; MatrixStatus=Pending; Source line 3092 in Program.cs"
"/api/v1/incidents/{incidentId:long}/iap-governance/evidence/json","GET","Sensitive|Operational","Endpoint-specific review required","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Low","2","Application Engineering","2026-08-04","Closed","EV-ENDP-0093","RiskTier=Low; RiskScore=2; MatrixStatus=Pending; Source line 4506 in Program.cs"
"/api/v1/agent/history","GET","Operational","AuthorizationPolicies.ResourceReporter","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Low","1","Application Engineering","2026-08-04","Closed","EV-ENDP-0094","RiskTier=Low; RiskScore=1; MatrixStatus=Pending; Source line 1724 in Program.cs"
"/api/v1/agent/planning/predictive-demand-supply","GET","Operational","AuthorizationPolicies.ResourceReporter","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Low","1","Application Engineering","2026-08-04","Closed","EV-ENDP-0095","RiskTier=Low; RiskScore=1; MatrixStatus=Pending; Source line 1891 in Program.cs"
"/api/v1/agent/planning/predictive-demand-supply/operational-acceptance","GET","Operational","AuthorizationPolicies.ResourceReporter","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Low","1","Application Engineering","2026-08-04","Closed","EV-ENDP-0096","RiskTier=Low; RiskScore=1; MatrixStatus=Pending; Source line 1976 in Program.cs"
"/api/v1/alerts/","GET","Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Low","1","Application Engineering","2026-08-04","Closed","EV-ENDP-0097","RiskTier=Low; RiskScore=1; MatrixStatus=Pending; Source line 2291 in Program.cs"
"/api/v1/alerts/{notificationId:long}/recipients","GET","Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Low","1","Application Engineering","2026-08-04","Closed","EV-ENDP-0098","RiskTier=Low; RiskScore=1; MatrixStatus=Pending; Source line 2547 in Program.cs"
"/api/v1/beds/availability","GET","Operational|Potential-PHI","AuthorizationPolicies.ResourceReporter","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Low","1","Platform Engineering","2026-08-04","Closed","EV-ENDP-0099","RiskTier=Low; RiskScore=1; MatrixStatus=Pending; Source line 7731 in Program.cs"
"/api/v1/incidents/","GET","Sensitive|Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Low","1","Application Engineering","2026-08-04","Closed","EV-ENDP-0100","RiskTier=Low; RiskScore=1; MatrixStatus=Pending; Source line 2819 in Program.cs"
"/api/v1/incidents/{incidentId:long}","GET","Sensitive|Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Low","1","Application Engineering","2026-08-04","Closed","EV-ENDP-0101","RiskTier=Low; RiskScore=1; MatrixStatus=Pending; Source line 2827 in Program.cs"
"/api/v1/incidents/{incidentId:long}/communications","GET","Sensitive|Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Low","1","Application Engineering","2026-08-04","Closed","EV-ENDP-0102","RiskTier=Low; RiskScore=1; MatrixStatus=Pending; Source line 3076 in Program.cs"
"/api/v1/incidents/{incidentId:long}/iap-packet","GET","Sensitive|Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Low","1","Application Engineering","2026-08-04","Closed","EV-ENDP-0103","RiskTier=Low; RiskScore=1; MatrixStatus=Pending; Source line 4326 in Program.cs"
"/api/v1/incidents/{incidentId:long}/iap-packet/print","GET","Sensitive|Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Low","1","Application Engineering","2026-08-04","Closed","EV-ENDP-0104","RiskTier=Low; RiskScore=1; MatrixStatus=Pending; Source line 4342 in Program.cs"
"/api/v1/incidents/{incidentId:long}/ics-201","GET","Sensitive|Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Low","1","Application Engineering","2026-08-04","Closed","EV-ENDP-0105","RiskTier=Low; RiskScore=1; MatrixStatus=Pending; Source line 4198 in Program.cs"
"/api/v1/incidents/{incidentId:long}/ics-202","GET","Sensitive|Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Low","1","Application Engineering","2026-08-04","Closed","EV-ENDP-0106","RiskTier=Low; RiskScore=1; MatrixStatus=Pending; Source line 4214 in Program.cs"
"/api/v1/incidents/{incidentId:long}/ics-203","GET","Sensitive|Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Low","1","Application Engineering","2026-08-04","Closed","EV-ENDP-0107","RiskTier=Low; RiskScore=1; MatrixStatus=Pending; Source line 4230 in Program.cs"
"/api/v1/incidents/{incidentId:long}/ics-204","GET","Sensitive|Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Low","1","Application Engineering","2026-08-04","Closed","EV-ENDP-0108","RiskTier=Low; RiskScore=1; MatrixStatus=Pending; Source line 4246 in Program.cs"
"/api/v1/incidents/{incidentId:long}/ics-205","GET","Sensitive|Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Low","1","Application Engineering","2026-08-04","Closed","EV-ENDP-0109","RiskTier=Low; RiskScore=1; MatrixStatus=Pending; Source line 4262 in Program.cs"
"/api/v1/incidents/{incidentId:long}/ics-209","GET","Sensitive|Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Low","1","Application Engineering","2026-08-04","Closed","EV-ENDP-0110","RiskTier=Low; RiskScore=1; MatrixStatus=Pending; Source line 4278 in Program.cs"
"/api/v1/incidents/{incidentId:long}/ics-214","GET","Sensitive|Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Low","1","Application Engineering","2026-08-04","Closed","EV-ENDP-0111","RiskTier=Low; RiskScore=1; MatrixStatus=Pending; Source line 4294 in Program.cs"
"/api/v1/incidents/{incidentId:long}/ics-215","GET","Sensitive|Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Low","1","Application Engineering","2026-08-04","Closed","EV-ENDP-0112","RiskTier=Low; RiskScore=1; MatrixStatus=Pending; Source line 4310 in Program.cs"
"/api/v1/incidents/{incidentId:long}/objectives","GET","Sensitive|Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Low","1","Application Engineering","2026-08-04","Closed","EV-ENDP-0113","RiskTier=Low; RiskScore=1; MatrixStatus=Pending; Source line 4028 in Program.cs"
"/api/v1/incidents/{incidentId:long}/operational-periods","GET","Sensitive|Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Low","1","Application Engineering","2026-08-04","Closed","EV-ENDP-0114","RiskTier=Low; RiskScore=1; MatrixStatus=Pending; Source line 3758 in Program.cs"
"/api/v1/incidents/{incidentId:long}/resources","GET","Sensitive|Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Low","1","Application Engineering","2026-08-04","Closed","EV-ENDP-0115","RiskTier=Low; RiskScore=1; MatrixStatus=Pending; Source line 3356 in Program.cs"
"/api/v1/incidents/{incidentId:long}/resources/lifecycle-summary","GET","Sensitive|Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Low","1","Platform Engineering","2026-08-04","Closed","EV-ENDP-0116","RiskTier=Low; RiskScore=1; MatrixStatus=Pending; Source line 3372 in Program.cs"
"/api/v1/incidents/{incidentId:long}/situation-reports","GET","Sensitive|Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Low","1","Application Engineering","2026-08-04","Closed","EV-ENDP-0117","RiskTier=Low; RiskScore=1; MatrixStatus=Pending; Source line 4635 in Program.cs"
"/api/v1/incidents/{incidentId:long}/tasks","GET","Sensitive|Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Low","1","Application Engineering","2026-08-04","Closed","EV-ENDP-0118","RiskTier=Low; RiskScore=1; MatrixStatus=Pending; Source line 2920 in Program.cs"
"/api/v1/incidents/{incidentId:long}/timeline","GET","Sensitive|Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Low","1","Application Engineering","2026-08-04","Closed","EV-ENDP-0119","RiskTier=Low; RiskScore=1; MatrixStatus=Pending; Source line 3029 in Program.cs"
"/api/v1/incidents/dashboard-summary","GET","Sensitive|Operational","AuthorizationPolicies.IncidentViewer","<to-validate>","<to-validate>","Partial","Partial","Auto-Prioritized","2026-07-14","Closed","Low","1","Application Engineering","2026-08-04","Closed","EV-ENDP-0120","RiskTier=Low; RiskScore=1; MatrixStatus=Pending; Source line 2811 in Program.cs"
