"EvidenceId","ControlId","Domain","ArtifactName","ArtifactLocation","Owner","CollectedUtc","ValidUntilUtc","ReviewCadence","Status","Notes"
"EV-ENDP-0089","PRI-01","Minimum Necessary / Data Minimization","Endpoint review evidence - GET /api/v1/agent/personalization/policy","security-compliance/evidence/endpoint/EV-ENDP-0089.md","Application Engineering","2026-07-14","2026-10-12","Quarterly","Approved","Auto-linked from endpoint remediation ledger. Decision=Pending"
"EV-ENDP-0090","PRI-01","Minimum Necessary / Data Minimization","Endpoint review evidence - GET /api/v1/agent/personalization/policy/history","security-compliance/evidence/endpoint/EV-ENDP-0090.md","Application Engineering","2026-07-14","2026-10-12","Quarterly","Approved","Auto-linked from endpoint remediation ledger. Decision=Pending"
"EV-ENDP-0091","PRI-01","Minimum Necessary / Data Minimization","Endpoint review evidence - GET /api/v1/incidents/{incidentId:long}/command-assignments","security-compliance/evidence/endpoint/EV-ENDP-0091.md","Application Engineering","2026-07-14","2026-10-12","Quarterly","Approved","Auto-linked from endpoint remediation ledger. Decision=Pending"
"EV-ENDP-0092","PRI-01","Minimum Necessary / Data Minimization","Endpoint review evidence - GET /api/v1/incidents/{incidentId:long}/communications/lifecycle-summary","security-compliance/evidence/endpoint/EV-ENDP-0092.md","Application Engineering","2026-07-14","2026-10-12","Quarterly","Approved","Auto-linked from endpoint remediation ledger. Decision=Pending"
"EV-ENDP-0093","PRI-01","Minimum Necessary / Data Minimization","Endpoint review evidence - GET /api/v1/incidents/{incidentId:long}/iap-governance/evidence/json","security-compliance/evidence/endpoint/EV-ENDP-0093.md","Application Engineering","2026-07-14","2026-10-12","Quarterly","Approved","Auto-linked from endpoint remediation ledger. Decision=Pending"
"EV-ENDP-0094","PRI-01","Minimum Necessary / Data Minimization","Endpoint review evidence - GET /api/v1/agent/history","security-compliance/evidence/endpoint/EV-ENDP-0094.md","Application Engineering","2026-07-14","2026-10-12","Quarterly","Approved","Auto-linked from endpoint remediation ledger. Decision=Pending"
"EV-ENDP-0095","PRI-01","Minimum Necessary / Data Minimization","Endpoint review evidence - GET /api/v1/agent/planning/predictive-demand-supply","security-compliance/evidence/endpoint/EV-ENDP-0095.md","Application Engineering","2026-07-14","2026-10-12","Quarterly","Approved","Auto-linked from endpoint remediation ledger. Decision=Pending"
"EV-ENDP-0096","PRI-01","Minimum Necessary / Data Minimization","Endpoint review evidence - GET /api/v1/agent/planning/predictive-demand-supply/operational-acceptance","security-compliance/evidence/endpoint/EV-ENDP-0096.md","Application Engineering","2026-07-14","2026-10-12","Quarterly","Approved","Auto-linked from endpoint remediation ledger. Decision=Pending"
"EV-ENDP-0097","PRI-01","Minimum Necessary / Data Minimization","Endpoint review evidence - GET /api/v1/alerts/","security-compliance/evidence/endpoint/EV-ENDP-0097.md","Application Engineering","2026-07-14","2026-10-12","Quarterly","Approved","Auto-linked from endpoint remediation ledger. Decision=Pending"
"EV-ENDP-0098","PRI-01","Minimum Necessary / Data Minimization","Endpoint review evidence - GET /api/v1/alerts/{notificationId:long}/recipients","security-compliance/evidence/endpoint/EV-ENDP-0098.md","Application Engineering","2026-07-14","2026-10-12","Quarterly","Approved","Auto-linked from endpoint remediation ledger. Decision=Pending"
"EV-ENDP-0099","PRI-01","Minimum Necessary / Data Minimization","Endpoint review evidence - GET /api/v1/beds/availability","security-compliance/evidence/endpoint/EV-ENDP-0099.md","Platform Engineering","2026-07-14","2026-10-12","Quarterly","Approved","Auto-linked from endpoint remediation ledger. Decision=Pending"
"EV-ENDP-0100","PRI-01","Minimum Necessary / Data Minimization","Endpoint review evidence - GET /api/v1/incidents/","security-compliance/evidence/endpoint/EV-ENDP-0100.md","Application Engineering","2026-07-14","2026-10-12","Quarterly","Approved","Auto-linked from endpoint remediation ledger. Decision=Pending"
"EV-ENDP-0101","PRI-01","Minimum Necessary / Data Minimization","Endpoint review evidence - GET /api/v1/incidents/{incidentId:long}","security-compliance/evidence/endpoint/EV-ENDP-0101.md","Application Engineering","2026-07-14","2026-10-12","Quarterly","Approved","Auto-linked from endpoint remediation ledger. Decision=Pending"
"EV-ENDP-0102","PRI-01","Minimum Necessary / Data Minimization","Endpoint review evidence - GET /api/v1/incidents/{incidentId:long}/communications","security-compliance/evidence/endpoint/EV-ENDP-0102.md","Application Engineering","2026-07-14","2026-10-12","Quarterly","Approved","Auto-linked from endpoint remediation ledger. Decision=Pending"
"EV-ENDP-0103","PRI-01","Minimum Necessary / Data Minimization","Endpoint review evidence - GET /api/v1/incidents/{incidentId:long}/iap-packet","security-compliance/evidence/endpoint/EV-ENDP-0103.md","Application Engineering","2026-07-14","2026-10-12","Quarterly","Approved","Auto-linked from endpoint remediation ledger. Decision=Pending"
"EV-ENDP-0104","PRI-01","Minimum Necessary / Data Minimization","Endpoint review evidence - GET /api/v1/incidents/{incidentId:long}/iap-packet/print","security-compliance/evidence/endpoint/EV-ENDP-0104.md","Application Engineering","2026-07-14","2026-10-12","Quarterly","Approved","Auto-linked from endpoint remediation ledger. Decision=Pending"
"EV-ENDP-0105","PRI-01","Minimum Necessary / Data Minimization","Endpoint review evidence - GET /api/v1/incidents/{incidentId:long}/ics-201","security-compliance/evidence/endpoint/EV-ENDP-0105.md","Application Engineering","2026-07-14","2026-10-12","Quarterly","Approved","Auto-linked from endpoint remediation ledger. Decision=Pending"
"EV-ENDP-0106","PRI-01","Minimum Necessary / Data Minimization","Endpoint review evidence - GET /api/v1/incidents/{incidentId:long}/ics-202","security-compliance/evidence/endpoint/EV-ENDP-0106.md","Application Engineering","2026-07-14","2026-10-12","Quarterly","Approved","Auto-linked from endpoint remediation ledger. Decision=Pending"
"EV-ENDP-0107","PRI-01","Minimum Necessary / Data Minimization","Endpoint review evidence - GET /api/v1/incidents/{incidentId:long}/ics-203","security-compliance/evidence/endpoint/EV-ENDP-0107.md","Application Engineering","2026-07-14","2026-10-12","Quarterly","Approved","Auto-linked from endpoint remediation ledger. Decision=Pending"
"EV-ENDP-0108","PRI-01","Minimum Necessary / Data Minimization","Endpoint review evidence - GET /api/v1/incidents/{incidentId:long}/ics-204","security-compliance/evidence/endpoint/EV-ENDP-0108.md","Application Engineering","2026-07-14","2026-10-12","Quarterly","Approved","Auto-linked from endpoint remediation ledger. Decision=Pending"
"EV-ENDP-0109","PRI-01","Minimum Necessary / Data Minimization","Endpoint review evidence - GET /api/v1/incidents/{incidentId:long}/ics-205","security-compliance/evidence/endpoint/EV-ENDP-0109.md","Application Engineering","2026-07-14","2026-10-12","Quarterly","Approved","Auto-linked from endpoint remediation ledger. Decision=Pending"
"EV-ENDP-0110","PRI-01","Minimum Necessary / Data Minimization","Endpoint review evidence - GET /api/v1/incidents/{incidentId:long}/ics-209","security-compliance/evidence/endpoint/EV-ENDP-0110.md","Application Engineering","2026-07-14","2026-10-12","Quarterly","Approved","Auto-linked from endpoint remediation ledger. Decision=Pending"
"EV-ENDP-0111","PRI-01","Minimum Necessary / Data Minimization","Endpoint review evidence - GET /api/v1/incidents/{incidentId:long}/ics-214","security-compliance/evidence/endpoint/EV-ENDP-0111.md","Application Engineering","2026-07-14","2026-10-12","Quarterly","Approved","Auto-linked from endpoint remediation ledger. Decision=Pending"
"EV-ENDP-0112","PRI-01","Minimum Necessary / Data Minimization","Endpoint review evidence - GET /api/v1/incidents/{incidentId:long}/ics-215","security-compliance/evidence/endpoint/EV-ENDP-0112.md","Application Engineering","2026-07-14","2026-10-12","Quarterly","Approved","Auto-linked from endpoint remediation ledger. Decision=Pending"
"EV-ENDP-0113","PRI-01","Minimum Necessary / Data Minimization","Endpoint review evidence - GET /api/v1/incidents/{incidentId:long}/objectives","security-compliance/evidence/endpoint/EV-ENDP-0113.md","Application Engineering","2026-07-14","2026-10-12","Quarterly","Approved","Auto-linked from endpoint remediation ledger. Decision=Pending"
"EV-ENDP-0114","PRI-01","Minimum Necessary / Data Minimization","Endpoint review evidence - GET /api/v1/incidents/{incidentId:long}/operational-periods","security-compliance/evidence/endpoint/EV-ENDP-0114.md","Application Engineering","2026-07-14","2026-10-12","Quarterly","Approved","Auto-linked from endpoint remediation ledger. Decision=Pending"
"EV-ENDP-0115","PRI-01","Minimum Necessary / Data Minimization","Endpoint review evidence - GET /api/v1/incidents/{incidentId:long}/resources","security-compliance/evidence/endpoint/EV-ENDP-0115.md","Application Engineering","2026-07-14","2026-10-12","Quarterly","Approved","Auto-linked from endpoint remediation ledger. Decision=Pending"
"EV-ENDP-0116","PRI-01","Minimum Necessary / Data Minimization","Endpoint review evidence - GET /api/v1/incidents/{incidentId:long}/resources/lifecycle-summary","security-compliance/evidence/endpoint/EV-ENDP-0116.md","Platform Engineering","2026-07-14","2026-10-12","Quarterly","Approved","Auto-linked from endpoint remediation ledger. Decision=Pending"
"EV-ENDP-0117","PRI-01","Minimum Necessary / Data Minimization","Endpoint review evidence - GET /api/v1/incidents/{incidentId:long}/situation-reports","security-compliance/evidence/endpoint/EV-ENDP-0117.md","Application Engineering","2026-07-14","2026-10-12","Quarterly","Approved","Auto-linked from endpoint remediation ledger. Decision=Pending"
"EV-ENDP-0118","PRI-01","Minimum Necessary / Data Minimization","Endpoint review evidence - GET /api/v1/incidents/{incidentId:long}/tasks","security-compliance/evidence/endpoint/EV-ENDP-0118.md","Application Engineering","2026-07-14","2026-10-12","Quarterly","Approved","Auto-linked from endpoint remediation ledger. Decision=Pending"
"EV-ENDP-0119","PRI-01","Minimum Necessary / Data Minimization","Endpoint review evidence - GET /api/v1/incidents/{incidentId:long}/timeline","security-compliance/evidence/endpoint/EV-ENDP-0119.md","Application Engineering","2026-07-14","2026-10-12","Quarterly","Approved","Auto-linked from endpoint remediation ledger. Decision=Pending"
"EV-ENDP-0120","PRI-01","Minimum Necessary / Data Minimization","Endpoint review evidence - GET /api/v1/incidents/dashboard-summary","security-compliance/evidence/endpoint/EV-ENDP-0120.md","Application Engineering","2026-07-14","2026-10-12","Quarterly","Approved","Auto-linked from endpoint remediation ledger. Decision=Pending"
